-0.900160 	-0.897820 
-0.812547 	-0.755394 
-0.737408 	-0.704994 
-0.638011 	-0.612304 
-0.544033 	-0.527074 
-0.446615 	-0.435355 
-0.348107 	-0.341565 
-0.249151 	-0.246423 
-0.150278 	-0.150818 
-0.051606 	-0.055205 
0.047714 	0.041333 
0.147871 	0.139032 
0.247919 	0.235096 
0.347861 	0.329373 
0.447449 	0.425676 
0.545385 	0.526776 
0.642321 	0.627266 
0.743307 	0.726168 
0.827509 	0.811269 
0.932346 	0.911904 
