0.068177 	1.209003 	0.002427 
0.154699 	1.058250 	0.000546 
0.251385 	1.024445 	0.000260 
0.349529 	1.010308 	0.000176 
0.448227 	1.002766 	0.000148 
0.546940 	0.997990 	0.000148 
0.645779 	0.994739 	0.000167 
0.744969 	0.993053 	0.000205 
0.844204 	0.991617 	0.000273 
0.943598 	0.992114 	0.000362 
1.042133 	0.991875 	0.000542 
1.141227 	0.991553 	0.000846 
1.240173 	0.990030 	0.001485 
1.338291 	0.990179 	0.002701 
